Valor NaN encontrado para defesaconstroi_normalized em Ethan Horvath (2023-2024, Cardiff City)
Valor NaN encontrado para defesaconstroi_normalized em Ethan Horvath (2018-2019, Club Brugge)
Valor NaN encontrado para defesaconstroi_normalized em Karl Jakob Hein (2021-2022, Reading)
Valor NaN encontrado para defesaconstroi_normalized em Simon Moore (2022-2023, Coventry City)
Valor NaN encontrado para defesaconstroi_normalized em Lee Nicholls (2021-2022, Huddersfield)
Valor NaN encontrado para defesaconstroi_normalized em Lee Nicholls (2023-2024, Huddersfield)
Valor NaN encontrado para defesaconstroi_normalized em Robin Olsen (2020-2021, Everton)
Valor NaN encontrado para defesaconstroi_normalized em Robin Olsen (2022-2023, Aston Villa)
Valor NaN encontrado para defesaconstroi_normalized em Alex Palmer (2023-2024, West Brom)
Valor NaN encontrado para defesaconstroi_normalized em Christy Pym (2021-2022, P'borough Utd)
Valor NaN encontrado para defesaconstroi_normalized em Aaron Ramsdale (2023-2024, Arsenal)
Valor NaN encontrado para defesaconstroi_normalized em Michael Verrips (2023-2024, Fortuna Sittard)
Valor NaN encontrado para defesaconstroi_normalized em Jak Alnwick (2022-2023, Cardiff City)
Valor NaN encontrado para defesaconstroi_normalized em Nicholas Bilokapic (2022-2023, Huddersfield)
Valor NaN encontrado para defesaconstroi_normalized em Dean Bouzanis (2022-2023, Reading)
Valor NaN encontrado para defesaconstroi_normalized em Karl Darlow (2022-2023, Hull City)
Valor NaN encontrado para defesaconstroi_normalized em Karl Darlow (2017-2018, Newcastle Utd)
Valor NaN encontrado para defesaconstroi_normalized em Karl Darlow (2020-2021, Newcastle Utd)
Valor NaN encontrado para defesaconstroi_normalized em Karl Darlow (2021-2022, Newcastle Utd)
Valor NaN encontrado para defesaconstroi_normalized em Gabriel (2018-2019, Perugia)
Valor NaN encontrado para defesaconstroi_normalized em Joshua Griffiths (2022-2023, West Brom)
Valor NaN encontrado para defesaconstroi_normalized em Nathan Lowe (2023-2024, Stoke City)
Valor NaN encontrado para defesaconstroi_normalized em Mamadou N'Diaye (2022-2023, Reading)
Valor NaN encontrado para defesaconstroi_normalized em Mamadou N'Diaye (2018-2019, Moreirense)
Valor NaN encontrado para defesaconstroi_normalized em Mamadou N'Diaye (2019-2020, Porto)
Valor NaN encontrado para defesaconstroi_normalized em Mamadou N'Diaye (2021-2022, Alavés)
Valor NaN encontrado para defesaconstroi_normalized em Liam Roberts (2022-2023, Middlesbrough)
Valor NaN encontrado para defesaconstroi_normalized em Zack Steffen (2019, Columbus Crew)
Valor NaN encontrado para defesaconstroi_normalized em Zack Steffen (2019-2020, Düsseldorf)
Valor NaN encontrado para defesaconstroi_normalized em Tomáš Vaclík (2022-2023, Huddersfield)
Valor NaN encontrado para defesaconstroi_normalized em Tomáš Vaclík (2020-2021, Sevilla)
Valor NaN encontrado para defesaconstroi_normalized em Rúnar Alex Rúnarsson (2021-2022, OH Leuven)
Valor NaN encontrado para defesaconstroi_normalized em Mustapha Bundu (2023-2024, Plymouth Argyle)
Valor NaN encontrado para defesaconstroi_normalized em Mustapha Bundu (2022-2023, FC Andorra)
Valor NaN encontrado para defesaconstroi_normalized em Mustapha Bundu (2020-2021, Anderlecht)
Valor NaN encontrado para defesaconstroi_normalized em Michael Cooper (2023-2024, Plymouth Argyle)
Valor NaN encontrado para defesaconstroi_normalized em Conor Hazard (2023-2024, Plymouth Argyle)
Valor NaN encontrado para defesaconstroi_normalized em Devis Vásquez (2023-2024, Sheffield Weds)
Valor NaN encontrado para defesaconstroi_normalized em André Vidigal (2018-2019, Fortuna Sittard)
Valor NaN encontrado para defesaconstroi_normalized em Carlos Abad (2018-2019, Córdoba)
Valor NaN encontrado para defesaconstroi_normalized em Cristian Álvarez (2021-2022, Zaragoza)
Valor NaN encontrado para defesaconstroi_normalized em Cristian Álvarez (2023-2024, Zaragoza)
Valor NaN encontrado para defesaconstroi_normalized em José Ángel Carrillo (2018-2019, Cádiz)
Valor NaN encontrado para defesaconstroi_normalized em Édgar Badía (2018-2019, Elche)
Valor NaN encontrado para defesaconstroi_normalized em Édgar Badía (2019-2020, Elche)
Valor NaN encontrado para defesaconstroi_normalized em Édgar Badía (2023-2024, Elche)
Valor NaN encontrado para defesaconstroi_normalized em Édgar Badía (2023-2024, Zaragoza)
Valor NaN encontrado para defesaconstroi_normalized em Édgar Badía (2021-2022, Elche)
Valor NaN encontrado para defesaconstroi_normalized em Bernabé Barragán (2020-2021, Albacete)
Valor NaN encontrado para defesaconstroi_normalized em Bernabé Barragán (2022-2023, Albacete)
Valor NaN encontrado para defesaconstroi_normalized em Bernabé Barragán (2023-2024, Albacete)
Valor NaN encontrado para defesaconstroi_normalized em Juan Carlos (2018-2019, Numancia)
Valor NaN encontrado para defesaconstroi_normalized em Juan Carlos (2019-2020, Girona)
Valor NaN encontrado para defesaconstroi_normalized em Juan Carlos (2022-2023, Girona)
Valor NaN encontrado para defesaconstroi_normalized em Adri Castellano (2018-2019, Granada)
Valor NaN encontrado para defesaconstroi_normalized em Adri Castellano (2019-2020, Numancia)
Valor NaN encontrado para defesaconstroi_normalized em Adri Castellano (2020-2021, Ponferradina)
Valor NaN encontrado para defesaconstroi_normalized em Adri Castellano (2021-2022, Ponferradina)
Valor NaN encontrado para defesaconstroi_normalized em Adri Castellano (2022-2023, Ponferradina)
Valor NaN encontrado para defesaconstroi_normalized em Casto (2019-2020, Extremadura)
Valor NaN encontrado para defesaconstroi_normalized em Carlos Castro (2018-2019, Elche)
Valor NaN encontrado para defesaconstroi_normalized em Rubén Castro (2017-2018, Betis)
Valor NaN encontrado para defesaconstroi_normalized em Bernardo Cruz (2018-2019, Granada)
Valor NaN encontrado para defesaconstroi_normalized em Bernardo Cruz (2018-2019, Lugo)
Valor NaN encontrado para defesaconstroi_normalized em Bernardo Cruz (2019-2020, Alcorcón)
Valor NaN encontrado para defesaconstroi_normalized em Bernardo Cruz (2019-2020, Numancia)
Valor NaN encontrado para defesaconstroi_normalized em Aarón Escandell (2022-2023, Cartagena)
Valor NaN encontrado para defesaconstroi_normalized em Aarón Escandell (2019-2020, Granada)
Valor NaN encontrado para defesaconstroi_normalized em Aarón Escandell (2021-2022, Granada)
Valor NaN encontrado para defesaconstroi_normalized em Álvaro Fernández (2019-2020, Huesca)
Valor NaN encontrado para defesaconstroi_normalized em Álvaro Fernández (2021-2022, Brentford)
Valor NaN encontrado para defesaconstroi_normalized em Álvaro Fernández (2022-2023, Espanyol)
Valor NaN encontrado para defesaconstroi_normalized em Raúl Fernández (2017-2018, Levante)
Valor NaN encontrado para defesaconstroi_normalized em Raúl Fernández (2023-2024, Granada)
Valor NaN encontrado para defesaconstroi_normalized em Fernando (2020-2021, Almería)
Valor NaN encontrado para defesaconstroi_normalized em Pol Freixanet (2019-2020, Fuenlabrada)
Valor NaN encontrado para defesaconstroi_normalized em Pol Freixanet (2020-2021, Fuenlabrada)
Valor NaN encontrado para defesaconstroi_normalized em Manuel García (2018-2019, Extremadura)
Valor NaN encontrado para defesaconstroi_normalized em Sékou Gassama (2019-2020, Fuenlabrada)
Valor NaN encontrado para defesaconstroi_normalized em Sékou Gassama (2020-2021, Fuenlabrada)
Valor NaN encontrado para defesaconstroi_normalized em Carles Gil (2020, New England)
Valor NaN encontrado para defesaconstroi_normalized em Dani Giménez (2019-2020, La Coruña)
Valor NaN encontrado para defesaconstroi_normalized em Dani Giménez (2020-2021, UD Logroñés)
Valor NaN encontrado para defesaconstroi_normalized em Dani Giménez (2017-2018, Betis)
Valor NaN encontrado para defesaconstroi_normalized em Guillermo (2019-2020, Numancia)
Valor NaN encontrado para defesaconstroi_normalized em Dani Hernández (2018-2019, Tenerife)
Valor NaN encontrado para defesaconstroi_normalized em Dani Hernández (2019-2020, Tenerife)
Valor NaN encontrado para defesaconstroi_normalized em Juan Hernández (2023, Sarmiento)
Valor NaN encontrado para defesaconstroi_normalized em Sergio Herrera (2018-2019, Osasuna)
Valor NaN encontrado para defesaconstroi_normalized em Alfonso Herrero (2019-2020, Oviedo)
Valor NaN encontrado para defesaconstroi_normalized em Dani Jiménez (2020-2021, Alcorcón)
Valor NaN encontrado para defesaconstroi_normalized em Dani Jiménez (2021-2022, Alcorcón)
Valor NaN encontrado para defesaconstroi_normalized em Dani Jiménez (2021-2022, Leganés)
Valor NaN encontrado para defesaconstroi_normalized em Dani Jiménez (2022-2023, Leganés)
Valor NaN encontrado para defesaconstroi_normalized em Christian Joel (2020-2021, Sporting Gijón)
Valor NaN encontrado para defesaconstroi_normalized em Christian Joel (2023-2024, Sporting Gijón)
Valor NaN encontrado para defesaconstroi_normalized em Jona (2018-2019, Lugo)
Valor NaN encontrado para defesaconstroi_normalized em Paweł Kieszek (2018-2019, Málaga)
Valor NaN encontrado para defesaconstroi_normalized em Raúl Lizoain (2017-2018, Las Palmas)
Valor NaN encontrado para defesaconstroi_normalized em Jean Marie Dongou (2018-2019, Lugo)
Valor NaN encontrado para defesaconstroi_normalized em Diego Mariño (2020-2021, Sporting Gijón)
Valor NaN encontrado para defesaconstroi_normalized em Daniel Martín (2018-2019, Sporting Gijón)
Valor NaN encontrado para defesaconstroi_normalized em Daniel Martín (2021-2022, Málaga)
Valor NaN encontrado para defesaconstroi_normalized em Daniel Martín (2023-2024, FC Andorra)
Valor NaN encontrado para defesaconstroi_normalized em Daniel Martín (2019-2020, Betis)
Valor NaN encontrado para defesaconstroi_normalized em Josep Martinez (2018-2019, Las Palmas)
Valor NaN encontrado para defesaconstroi_normalized em Josep Martinez (2023-2024, Genoa)
Valor NaN encontrado para defesaconstroi_normalized em Víctor Martínez (2018-2019, Gimnàstic)
Valor NaN encontrado para defesaconstroi_normalized em Munir (2018-2019, Málaga)
Valor NaN encontrado para defesaconstroi_normalized em Tomeu Nadal (2018-2019, Albacete)
Valor NaN encontrado para defesaconstroi_normalized em Tomeu Nadal (2019-2020, Albacete)
Valor NaN encontrado para defesaconstroi_normalized em Tomeu Nadal (2022-2023, Oviedo)
Valor NaN encontrado para defesaconstroi_normalized em José Pardo (2018-2019, Extremadura)
Valor NaN encontrado para defesaconstroi_normalized em José Pardo (2019-2020, Extremadura)
Valor NaN encontrado para defesaconstroi_normalized em Miquel Parera (2018-2019, Mallorca)
Valor NaN encontrado para defesaconstroi_normalized em Juan Pérez (2020-2021, Osasuna)
Valor NaN encontrado para defesaconstroi_normalized em Jorge Pombo (2019-2020, Zaragoza)
Valor NaN encontrado para defesaconstroi_normalized em Abdón Prats (2022-2023, Mallorca)
Valor NaN encontrado para defesaconstroi_normalized em Quique (2019-2020, Eibar)
Valor NaN encontrado para defesaconstroi_normalized em Omar Ramos (2019-2020, Oviedo)
Valor NaN encontrado para defesaconstroi_normalized em Álvaro Ratón (2018-2019, Zaragoza)
Valor NaN encontrado para defesaconstroi_normalized em Álvaro Ratón (2020-2021, Zaragoza)
Valor NaN encontrado para defesaconstroi_normalized em Álvaro Ratón (2021-2022, Zaragoza)
Valor NaN encontrado para defesaconstroi_normalized em Álvaro Ratón (2022-2023, Zaragoza)
Valor NaN encontrado para defesaconstroi_normalized em Manolo Reina (2018-2019, Mallorca)
Valor NaN encontrado para defesaconstroi_normalized em Manolo Reina (2020-2021, Mallorca)
Valor NaN encontrado para defesaconstroi_normalized em Manolo Reina (2021-2022, Mallorca)
Valor NaN encontrado para defesaconstroi_normalized em René Román (2019-2020, Almería)
Valor NaN encontrado para defesaconstroi_normalized em Rubén (2018-2019, Osasuna)
Valor NaN encontrado para defesaconstroi_normalized em Rui Silva (2018-2019, Granada)
Valor NaN encontrado para defesaconstroi_normalized em Francis Uzoho (2018-2019, Elche)
Valor NaN encontrado para defesaconstroi_normalized em Pablo Valcarce (2018-2019, Mallorca)
Valor NaN encontrado para defesaconstroi_normalized em Pablo Valcarce (2019-2020, Ponferradina)
Valor NaN encontrado para defesaconstroi_normalized em Pablo Valcarce (2020-2021, Ponferradina)
Valor NaN encontrado para defesaconstroi_normalized em Pablo Valcarce (2021-2022, Burgos)
Valor NaN encontrado para defesaconstroi_normalized em Pablo Valcarce (2022-2023, Burgos)
Valor NaN encontrado para defesaconstroi_normalized em Jon Ander (2019-2020, Racing Sant)
Valor NaN encontrado para defesaconstroi_normalized em Dani Barrio (2019-2020, Numancia)
Valor NaN encontrado para defesaconstroi_normalized em Gabriel Brazão (2019-2020, Albacete)
Valor NaN encontrado para defesaconstroi_normalized em Gonzalo Collao (2019-2020, Extremadura)
Valor NaN encontrado para defesaconstroi_normalized em Iván Crespo (2019-2020, Racing Sant)
Valor NaN encontrado para defesaconstroi_normalized em Stole Dimitrievski (2019-2020, Rayo Vallecano)
Valor NaN encontrado para defesaconstroi_normalized em Stole Dimitrievski (2021-2022, Rayo Vallecano)
Valor NaN encontrado para defesaconstroi_normalized em Yacouba Diori (2019-2020, Ponferradina)
Valor NaN encontrado para defesaconstroi_normalized em Álex Domínguez (2022-2023, Las Palmas)
Valor NaN encontrado para defesaconstroi_normalized em Raphael Dwamena (2019-2020, Zaragoza)
Valor NaN encontrado para defesaconstroi_normalized em Joan Femenías (2019-2020, Fuenlabrada)
Valor NaN encontrado para defesaconstroi_normalized em Joan Femenías (2022-2023, Levante)
Valor NaN encontrado para defesaconstroi_normalized em Joan Femenías (2023-2024, Levante)
Valor NaN encontrado para defesaconstroi_normalized em Javier Fernández (2016-2017, Temperley)
